É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2021/06/09 07:55:43

,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû
2020/3/22 2:00:00,11.2,8,1,0,1,8,1,0.7,8,ìåñkìå,8,1,1007.8,8,1,67,8,1,8.9,8,1,,0,1,,0,1
2020/3/22 3:00:00,11.1,8,1,0,1,8,1,1.6,8,ìÏêº,8,1,1007.0,8,1,71,8,1,9.4,8,1,3,8,1,9,8,1
2020/3/22 4:00:00,12.2,8,1,0,1,8,1,1.7,8,ñkñkêº,8,1,1007.1,8,1,56,8,1,8.0,8,1,,0,1,,0,1
2020/3/22 5:00:00,10.7,8,1,0,1,8,1,0.1,8,ê√â∏,8,1,1006.6,8,1,54,8,1,6.9,8,1,,0,1,,0,1
2020/3/22 6:00:00,11.3,8,1,0,1,8,1,2.1,8,êºñkêº,8,1,1006.4,8,1,50,8,1,6.7,8,1,3,8,1,9,8,1
2020/3/22 7:00:00,12.2,8,1,0,1,8,1,1.1,8,êºìÏêº,8,1,1006.0,8,1,56,8,1,8.0,8,1,,0,1,,0,1
2020/3/22 8:00:00,14.6,8,1,0,1,8,1,1.2,8,ñkêº,8,1,1005.9,8,1,49,8,1,8.1,8,1,,0,1,,0,1
2020/3/22 9:00:00,17.1,8,1,0,1,8,1,3.3,8,ìÏìÏêº,8,1,1005.0,8,1,43,8,1,8.4,8,1,2,8,1,2,8,1
2020/3/22 10:00:00,21.1,8,1,0,1,8,1,4.6,8,ìÏìÏêº,8,1,1003.9,8,1,39,8,1,9.8,8,1,,0,1,,0,1
2020/3/22 11:00:00,21.7,8,1,0,1,8,1,8.7,8,ìÏìÏêº,8,1,1002.6,8,1,39,8,1,10.1,8,1,,0,1,,0,1
2020/3/22 12:00:00,22.4,8,1,0,1,8,1,8.5,8,ìÏ,8,1,1002.0,8,1,33,8,1,8.9,8,1,2,8,1,8,8,1
2020/3/22 13:00:00,22.2,8,1,0,1,8,1,7.3,8,ìÏ,8,1,1000.7,8,1,33,8,1,8.8,8,1,,0,1,,0,1
2020/3/22 14:00:00,22.1,8,1,0,1,8,1,6.9,8,ìÏ,8,1,999.8,8,1,36,8,1,9.6,8,1,,0,1,,0,1
2020/3/22 15:00:00,21.8,8,1,0,1,8,1,6.4,8,ìÏ,8,1,999.5,8,1,38,8,1,9.9,8,1,3,8,1,10-,8,1
2020/3/22 16:00:00,21.5,8,1,0,1,8,1,5.2,8,ìÏ,8,1,999.8,8,1,42,8,1,10.8,8,1,,0,1,,0,1
2020/3/22 17:00:00,20.9,8,1,0,1,8,1,4.6,8,ìÏ,8,1,1000.7,8,1,42,8,1,10.4,8,1,,0,1,,0,1
2020/3/22 18:00:00,19.8,8,1,0,1,8,1,2.3,8,ìÏìÏìå,8,1,1001.2,8,1,45,8,1,10.4,8,1,3,8,1,10-,8,1
2020/3/22 19:00:00,18.5,8,1,0,1,8,1,0.5,8,ìåñkìå,8,1,1002.0,8,1,50,8,1,10.6,8,1,,0,1,,0,1
2020/3/22 20:00:00,17.7,8,1,0,1,8,1,2.9,8,ñkñkêº,8,1,1003.4,8,1,44,8,1,8.9,8,1,,0,1,,0,1
2020/3/22 21:00:00,16.7,8,1,0,1,8,1,2.8,8,ñkñkêº,8,1,1004.0,8,1,44,8,1,8.4,8,1,2,8,1,6,8,1
2020/3/22 22:00:00,16.2,8,1,0,1,8,1,2.7,8,ñkñkìå,8,1,1004.4,8,1,55,8,1,10.1,8,1,,0,1,,0,1
2020/3/22 23:00:00,14.5,8,1,0,1,8,1,3.1,8,ñkìå,8,1,1004.9,8,1,65,8,1,10.7,8,1,,0,1,,0,1
2020/3/23 00:00:00,14.0,8,1,0,1,8,1,2.7,8,ñkìå,8,1,1005.1,8,1,67,8,1,10.7,8,1,,0,1,,0,1
2020/3/23 1:00:00,12.7,8,1,0,1,8,1,2.5,8,ñkñkìå,8,1,1005.6,8,1,72,8,1,10.6,8,1,,0,1,,0,1
2020/3/23 2:00:00,12.4,8,1,0,1,8,1,2.4,8,ñkìå,8,1,1005.7,8,1,75,8,1,10.8,8,1,,0,1,,0,1
2020/3/23 3:00:00,12.5,8,1,0,1,8,1,2.1,8,ñkìå,8,1,1005.8,8,1,71,8,1,10.3,8,1,4,8,1,9,8,1
2020/3/23 4:00:00,12.3,8,1,0,1,8,1,2.3,8,ìåñkìå,8,1,1006.2,8,1,70,8,1,10.0,8,1,,0,1,,0,1
2020/3/23 5:00:00,12.0,8,1,0,1,8,1,2.9,8,ñkìå,8,1,1006.4,8,1,69,8,1,9.7,8,1,,0,1,,0,1
2020/3/23 6:00:00,11.6,8,1,0.0,0,8,1,3.6,8,ñkêº,8,1,1006.8,8,1,45,8,1,6.1,8,1,4,8,1,10-,8,1
2020/3/23 7:00:00,11.3,8,1,0.0,0,8,1,4.1,8,ñkêº,8,1,1007.6,8,1,43,8,1,5.8,8,1,,0,1,,0,1
2020/3/23 8:00:00,9.8,8,1,0.0,0,8,1,2.4,8,ñkñkêº,8,1,1008.5,8,1,51,8,1,6.2,8,1,,0,1,,0,1
2020/3/23 9:00:00,8.6,8,1,0.0,0,8,1,3.0,8,ñk,8,1,1009.1,8,1,71,8,1,7.9,8,1,10,8,1,10,8,1
2020/3/23 10:00:00,8.5,8,1,0.0,0,8,1,2.5,8,ñkìå,8,1,1009.0,8,1,78,8,1,8.7,8,1,,0,1,,0,1
2020/3/23 11:00:00,9.4,8,1,0.0,0,8,1,1.7,8,ìå,8,1,1008.2,8,1,68,8,1,8.0,8,1,,0,1,,0,1
2020/3/23 12:00:00,10.0,8,1,0.0,0,8,1,2.8,8,ìå,8,1,1007.7,8,1,64,8,1,7.9,8,1,10,8,1,10-,8,1
2020/3/23 13:00:00,11.5,8,1,0,1,8,1,2.7,8,ìå,8,1,1006.7,8,1,51,8,1,6.9,8,1,,0,1,,0,1
2020/3/23 14:00:00,11.0,8,1,0,1,8,1,3.1,8,ìåìÏìå,8,1,1005.8,8,1,53,8,1,7.0,8,1,,0,1,,0,1
2020/3/23 15:00:00,10.9,8,1,0,1,8,1,3.4,8,ìÏìå,8,1,1005.7,8,1,50,8,1,6.5,8,1,4,8,1,10-,8,1
2020/3/23 16:00:00,10.8,8,1,0,1,8,1,4.6,8,ìÏìå,8,1,1006.2,8,1,52,8,1,6.7,8,1,,0,1,,0,1
2020/3/23 17:00:00,9.8,8,1,0,1,8,1,4.4,8,ìÏìå,8,1,1006.9,8,1,55,8,1,6.7,8,1,,0,1,,0,1
2020/3/23 18:00:00,9.4,8,1,0,1,8,1,2.2,8,ìåìÏìå,8,1,1007.5,8,1,56,8,1,6.6,8,1,2,8,1,3,8,1
2020/3/23 19:00:00,9.1,8,1,0,1,8,1,2.5,8,ìåìÏìå,8,1,1007.9,8,1,55,8,1,6.4,8,1,,0,1,,0,1
2020/3/23 20:00:00,9.0,8,1,0,1,8,1,2.6,8,ìåìÏìå,8,1,1008.4,8,1,51,8,1,5.9,8,1,,0,1,,0,1
2020/3/23 21:00:00,9.2,8,1,0,1,8,1,1.1,8,ìÏìå,8,1,1008.4,8,1,52,8,1,6.1,8,1,2,8,1,5,8,1
2020/3/23 22:00:00,8.0,8,1,0,1,8,1,2.2,8,ìåñkìå,8,1,1008.3,8,1,60,8,1,6.4,8,1,,0,1,,0,1
2020/3/23 23:00:00,8.6,8,1,0,1,8,1,1.4,8,ìÏìå,8,1,1008.3,8,1,54,8,1,6.0,8,1,,0,1,,0,1
2020/3/24 00:00:00,8.4,8,1,0,1,8,1,1.4,8,ìÏêº,8,1,1008.1,8,1,61,8,1,6.7,8,1,,0,1,,0,1
2020/3/24 1:00:00,9.2,8,1,0.0,0,8,1,2.2,8,êºñkêº,8,1,1007.7,8,1,58,8,1,6.7,8,1,,0,1,,0,1
2020/3/24 2:00:00,6.7,8,1,0.0,0,8,1,3.3,8,ñk,8,1,1008.1,8,1,80,8,1,7.9,8,1,,0,1,,0,1
2020/3/24 3:00:00,6.4,8,1,0.0,0,8,1,1.9,8,ñkñkìå,8,1,1007.8,8,1,83,8,1,8.0,8,1,4,8,1,10-,8,1
2020/3/24 4:00:00,6.3,8,1,0,1,8,1,3.6,8,ñkñkêº,8,1,1008.3,8,1,63,8,1,6.0,8,1,,0,1,,0,1
2020/3/24 5:00:00,6.1,8,1,0,1,8,1,5.0,8,ñkêº,8,1,1009.0,8,1,50,8,1,4.7,8,1,,0,1,,0,1
2020/3/24 6:00:00,5.5,8,1,0,1,8,1,4.6,8,ñkêº,8,1,1009.8,8,1,54,8,1,4.9,8,1,1,8,1,0+,8,1
2020/3/24 7:00:00,6.0,8,1,0,1,8,1,3.9,8,ñkêº,8,1,1010.7,8,1,55,8,1,5.1,8,1,,0,1,,0,1
2020/3/24 8:00:00,7.6,8,1,0,1,8,1,6.5,8,ñkêº,8,1,1011.4,8,1,47,8,1,4.9,8,1,,0,1,,0,1
2020/3/24 9:00:00,8.5,8,1,0,1,8,1,9.3,8,ñkêº,8,1,1011.7,8,1,40,8,1,4.4,8,1,1,8,1,0+,8,1
2020/3/24 10:00:00,9.7,8,1,0,1,8,1,7.6,8,ñkêº,8,1,1012.1,8,1,36,8,1,4.3,8,1,,0,1,,0,1
2020/3/24 11:00:00,10.5,8,1,0,1,8,1,6.4,8,ñkêº,8,1,1011.8,8,1,34,8,1,4.3,8,1,,0,1,,0,1
2020/3/24 12:00:00,11.1,8,1,0,1,8,1,6.8,8,ñkêº,8,1,1011.4,8,1,33,8,1,4.4,8,1,1,8,1,0+,8,1
2020/3/24 13:00:00,11.5,8,1,0,1,8,1,6.6,8,ñkêº,8,1,1011.1,8,1,29,8,1,3.9,8,1,,0,1,,0,1
2020/3/24 14:00:00,11.3,8,1,0,1,8,1,6.2,8,ñkñkêº,8,1,1011.1,8,1,31,8,1,4.2,8,1,,0,1,,0,1
2020/3/24 15:00:00,11.6,8,1,0,1,8,1,6.1,8,ñkêº,8,1,1011.1,8,1,29,8,1,4.0,8,1,1,8,1,0+,8,1
2020/3/24 16:00:00,11.0,8,1,0,1,8,1,6.0,8,ñkñkêº,8,1,1011.2,8,1,28,8,1,3.7,8,1,,0,1,,0,1
2020/3/24 17:00:00,9.7,8,1,0,1,8,1,4.8,8,ñkñkêº,8,1,1011.4,8,1,32,8,1,3.9,8,1,,0,1,,0,1
2020/3/24 18:00:00,8.8,8,1,0,1,8,1,3.6,8,ñkêº,8,1,1012.5,8,1,31,8,1,3.5,8,1,1,8,1,0+,8,1
2020/3/24 19:00:00,7.6,8,1,0,1,8,1,4.2,8,ñkêº,8,1,1013.4,8,1,35,8,1,3.7,8,1,,0,1,,0,1
2020/3/24 20:00:00,7.5,8,1,0,1,8,1,1.7,8,ñkñkêº,8,1,1014.6,8,1,36,8,1,3.7,8,1,,0,1,,0,1
2020/3/24 21:00:00,7.0,8,1,0,1,8,1,1.3,8,ñkñkìå,8,1,1015.1,8,1,38,8,1,3.8,8,1,1,8,1,0+,8,1
2020/3/24 22:00:00,6.7,8,1,0,1,8,1,3.7,8,ñkñkêº,8,1,1015.5,8,1,42,8,1,4.1,8,1,,0,1,,0,1
2020/3/24 23:00:00,5.6,8,1,0,1,8,1,1.9,8,ñkñkêº,8,1,1015.8,8,1,48,8,1,4.4,8,1,,0,1,,0,1
2020/3/25 00:00:00,5.7,8,1,0,1,8,1,2.7,8,ñk,8,1,1015.9,8,1,48,8,1,4.4,8,1,,0,1,,0,1
2020/3/25 1:00:00,5.8,8,1,0,1,8,1,2.9,8,ñkêº,8,1,1016.0,8,1,47,8,1,4.3,8,1,,0,1,,0,1
2020/3/25 2:00:00,5.0,8,1,0,1,8,1,3.6,8,ñkêº,8,1,1015.9,8,1,50,8,1,4.4,8,1,,0,1,,0,1
2020/3/25 3:00:00,5.9,8,1,0,1,8,1,2.2,8,ñk,8,1,1015.7,8,1,46,8,1,4.3,8,1,1,8,1,0,8,1
2020/3/25 4:00:00,4.4,8,1,0,1,8,1,1.6,8,ñkìå,8,1,1016.2,8,1,54,8,1,4.5,8,1,,0,1,,0,1
2020/3/25 5:00:00,4.1,8,1,0,1,8,1,1.7,8,ìå,8,1,1017.0,8,1,55,8,1,4.5,8,1,,0,1,,0,1
2020/3/25 6:00:00,3.7,8,1,0,1,8,1,1.1,8,ìå,8,1,1017.8,8,1,57,8,1,4.5,8,1,1,8,1,0+,8,1
2020/3/25 7:00:00,6.1,8,1,0,1,8,1,1.4,8,ñkêº,8,1,1018.2,8,1,50,8,1,4.7,8,1,,0,1,,0,1
2020/3/25 8:00:00,8.6,8,1,0,1,8,1,1.6,8,ñkñkêº,8,1,1018.8,8,1,40,8,1,4.5,8,1,,0,1,,0,1
2020/3/25 9:00:00,10.1,8,1,0,1,8,1,4.0,8,ñkêº,8,1,1018.9,8,1,34,8,1,4.2,8,1,1,8,1,0+,8,1
2020/3/25 10:00:00,11.2,8,1,0,1,8,1,2.6,8,ñkêº,8,1,1019.0,8,1,28,8,1,3.7,8,1,,0,1,,0,1
2020/3/25 11:00:00,12.4,8,1,0,1,8,1,3.4,8,ñkñkêº,8,1,1018.9,8,1,27,8,1,3.9,8,1,,0,1,,0,1
2020/3/25 12:00:00,13.7,8,1,0,1,8,1,3.2,8,ñk,8,1,1018.2,8,1,29,8,1,4.5,8,1,1,8,1,0+,8,1
2020/3/25 13:00:00,14.7,8,1,0,1,8,1,2.6,8,ñkêº,8,1,1017.4,8,1,21,8,1,3.5,8,1,,0,1,,0,1
2020/3/25 14:00:00,15.0,8,1,0,1,8,1,1.8,8,ñkêº,8,1,1016.9,8,1,26,8,1,4.4,8,1,,0,1,,0,1
2020/3/25 15:00:00,14.4,8,1,0,1,8,1,5.3,8,ìÏìå,8,1,1016.5,8,1,27,8,1,4.4,8,1,1,8,1,0+,8,1
2020/3/25 16:00:00,14.3,8,1,0,1,8,1,4.9,8,ìÏìå,8,1,1016.3,8,1,28,8,1,4.6,8,1,,0,1,,0,1
2020/3/25 17:00:00,12.9,8,1,0,1,8,1,4.6,8,ìÏ,8,1,1016.7,8,1,39,8,1,5.8,8,1,,0,1,,0,1
2020/3/25 18:00:00,11.9,8,1,0,1,8,1,4.6,8,ìÏ,8,1,1016.9,8,1,48,8,1,6.7,8,1,1,8,1,1,8,1
2020/3/25 19:00:00,11.0,8,1,0,1,8,1,3.7,8,ìÏìÏêº,8,1,1017.3,8,1,59,8,1,7.7,8,1,,0,1,,0,1
2020/3/25 20:00:00,10.9,8,1,0,1,8,1,3.7,8,ìÏìÏêº,8,1,1017.7,8,1,65,8,1,8.5,8,1,,0,1,,0,1
2020/3/25 21:00:00,11.2,8,1,0,1,8,1,3.2,8,ìÏ,8,1,1017.8,8,1,68,8,1,9.0,8,1,2,8,1,2,8,1
2020/3/25 22:00:00,11.5,8,1,0,1,8,1,3.3,8,ìÏêº,8,1,1018.2,8,1,65,8,1,8.8,8,1,,0,1,,0,1
2020/3/25 23:00:00,10.5,8,1,0,1,8,1,1.7,8,êºìÏêº,8,1,1018.1,8,1,67,8,1,8.5,8,1,,0,1,,0,1
2020/3/26 00:00:00,9.6,8,1,0,1,8,1,3.1,8,êºñkêº,8,1,1018.3,8,1,47,8,1,5.6,8,1,,0,1,,0,1
2020/3/26 1:00:00,9.4,8,1,0,1,8,1,2.0,8,êºñkêº,8,1,1018.5,8,1,41,8,1,4.8,8,1,,0,1,,0,1
2020/3/26 2:00:00,8.8,8,1,0,1,8,1,2.1,8,êºñkêº,8,1,1018.1,8,1,49,8,1,5.5,8,1,,0,1,,0,1
2020/3/26 3:00:00,8.2,8,1,0,1,8,1,2.4,8,êºñkêº,8,1,1018.4,8,1,54,8,1,5.9,8,1,4,8,1,10-,8,1
2020/3/26 4:00:00,7.9,8,1,0,1,8,1,2.4,8,ñkñkêº,8,1,1018.3,8,1,58,8,1,6.2,8,1,,0,1,,0,1
2020/3/26 5:00:00,7.8,8,1,0,1,8,1,1.7,8,ñkñkêº,8,1,1018.4,8,1,56,8,1,5.9,8,1,,0,1,,0,1
2020/3/26 6:00:00,8.1,8,1,0,1,8,1,1.1,8,ñkñkêº,8,1,1019.0,8,1,53,8,1,5.7,8,1,4,8,1,10-,8,1
2020/3/26 7:00:00,8.8,8,1,0,1,8,1,1.3,8,êºñkêº,8,1,1019.6,8,1,50,8,1,5.7,8,1,,0,1,,0,1
2020/3/26 8:00:00,11.0,8,1,0,1,8,1,0.9,8,ìåìÏìå,8,1,1019.7,8,1,47,8,1,6.2,8,1,,0,1,,0,1
2020/3/26 9:00:00,12.4,8,1,0,1,8,1,0.8,8,ìåìÏìå,8,1,1019.9,8,1,35,8,1,5.0,8,1,2,8,1,3,8,1
2020/3/26 10:00:00,14.1,8,1,0,1,8,1,0.8,8,ìÏìÏêº,8,1,1019.4,8,1,35,8,1,5.6,8,1,,0,1,,0,1
2020/3/26 11:00:00,16.0,8,1,0,1,8,1,1.4,8,êºñkêº,8,1,1018.6,8,1,34,8,1,6.2,8,1,,0,1,,0,1
2020/3/26 12:00:00,17.7,8,1,0,1,8,1,2.4,8,ìÏìå,8,1,1017.9,8,1,37,8,1,7.5,8,1,1,8,1,0,8,1
2020/3/26 13:00:00,17.7,8,1,0,1,8,1,3.5,8,ìÏìÏìå,8,1,1017.1,8,1,37,8,1,7.5,8,1,,0,1,,0,1
2020/3/26 14:00:00,18.2,8,1,0,1,8,1,3.5,8,ìÏìÏìå,8,1,1016.6,8,1,37,8,1,7.7,8,1,,0,1,,0,1
2020/3/26 15:00:00,19.1,8,1,0,1,8,1,3.8,8,ìÏìÏìå,8,1,1016.3,8,1,31,8,1,6.9,8,1,1,8,1,0+,8,1
2020/3/26 16:00:00,18.8,8,1,0,1,8,1,2.9,8,ìÏìå,8,1,1016.2,8,1,36,8,1,7.8,8,1,,0,1,,0,1
2020/3/26 17:00:00,17.7,8,1,0,1,8,1,3.9,8,ìÏìå,8,1,1016.3,8,1,41,8,1,8.3,8,1,,0,1,,0,1
2020/3/26 18:00:00,15.8,8,1,0,1,8,1,2.7,8,ìÏìÏìå,8,1,1016.5,8,1,55,8,1,9.9,8,1,1,8,1,0+,8,1
2020/3/26 19:00:00,13.8,8,1,0,1,8,1,2.3,8,ìÏ,8,1,1017.0,8,1,62,8,1,9.8,8,1,,0,1,,0,1
2020/3/26 20:00:00,12.9,8,1,0,1,8,1,1.9,8,ìÏìÏêº,8,1,1017.6,8,1,67,8,1,10.0,8,1,,0,1,,0,1
2020/3/26 21:00:00,13.0,8,1,0,1,8,1,2.6,8,ìÏ,8,1,1017.8,8,1,66,8,1,9.9,8,1,1,8,1,1,8,1
2020/3/26 22:00:00,11.9,8,1,0,1,8,1,1.4,8,ìÏ,8,1,1017.8,8,1,72,8,1,10.0,8,1,,0,1,,0,1
2020/3/26 23:00:00,11.3,8,1,0,1,8,1,1.7,8,ìÏìå,8,1,1017.9,8,1,73,8,1,9.8,8,1,,0,1,,0,1
2020/3/27 00:00:00,11.6,8,1,0,1,8,1,1.2,8,ñkìå,8,1,1017.8,8,1,72,8,1,9.8,8,1,,0,1,,0,1
2020/3/27 1:00:00,11.7,8,1,0,1,8,1,2.0,8,ñkêº,8,1,1017.8,8,1,82,8,1,11.3,8,1,,0,1,,0,1
2020/3/27 2:00:00,10.8,8,1,0,1,8,1,0.5,8,ñkêº,8,1,1017.1,8,1,90,8,1,11.7,8,1,,0,1,,0,1
2020/3/27 3:00:00,10.6,8,1,0,1,8,1,1.9,8,ñkêº,8,1,1017.1,8,1,78,8,1,10.0,8,1,2,8,1,2,8,1
2020/3/27 4:00:00,10.1,8,1,0,1,8,1,2.4,8,êºñkêº,8,1,1016.6,8,1,79,8,1,9.8,8,1,,0,1,,0,1
2020/3/27 5:00:00,9.2,8,1,0,1,8,1,0.8,8,êºñkêº,8,1,1016.2,8,1,77,8,1,9.0,8,1,,0,1,,0,1
2020/3/27 6:00:00,10.4,8,1,0,1,8,1,1.6,8,êºñkêº,8,1,1016.1,8,1,71,8,1,9.0,8,1,2,8,1,8,8,1
2020/3/27 7:00:00,12.0,8,1,0,1,8,1,1.2,8,êºñkêº,8,1,1015.9,8,1,65,8,1,9.1,8,1,,0,1,,0,1
2020/3/27 8:00:00,13.5,8,1,0,1,8,1,1.2,8,êºñkêº,8,1,1015.6,8,1,58,8,1,9.0,8,1,,0,1,,0,1
2020/3/27 9:00:00,14.7,8,1,0,1,8,1,0.9,8,ìÏìå,8,1,1015.0,8,1,56,8,1,9.4,8,1,4,8,1,10-,8,1
2020/3/27 10:00:00,16.6,8,1,0,1,8,1,2.5,8,ìÏìÏêº,8,1,1014.3,8,1,62,8,1,11.7,8,1,,0,1,,0,1
2020/3/27 11:00:00,19.5,8,1,0,1,8,1,4.3,8,ìÏ,8,1,1013.1,8,1,65,8,1,14.7,8,1,,0,1,,0,1
2020/3/27 12:00:00,20.7,8,1,0,1,8,1,9.5,8,ìÏ,8,1,1012.0,8,1,53,8,1,12.9,8,1,4,8,1,10-,8,1
2020/3/27 13:00:00,20.5,8,1,0,1,8,1,8.1,8,ìÏ,8,1,1010.9,8,1,56,8,1,13.5,8,1,,0,1,,0,1
2020/3/27 14:00:00,20.3,8,1,0,1,8,1,8.3,8,ìÏìÏêº,8,1,1010.5,8,1,57,8,1,13.6,8,1,,0,1,,0,1
2020/3/27 15:00:00,19.9,8,1,0,1,8,1,6.7,8,ìÏ,8,1,1010.2,8,1,57,8,1,13.2,8,1,4,8,1,10-,8,1
2020/3/27 16:00:00,19.3,8,1,0,1,8,1,8.7,8,ìÏìÏêº,8,1,1010.1,8,1,61,8,1,13.7,8,1,,0,1,,0,1
2020/3/27 17:00:00,18.9,8,1,0,1,8,1,6.9,8,ìÏìÏêº,8,1,1010.3,8,1,66,8,1,14.4,8,1,,0,1,,0,1
2020/3/27 18:00:00,18.6,8,1,0,1,8,1,5.5,8,ìÏ,8,1,1010.2,8,1,69,8,1,14.8,8,1,4,8,1,10-,8,1
2020/3/27 19:00:00,18.4,8,1,0,1,8,1,5.8,8,ìÏ,8,1,1010.1,8,1,71,8,1,15.0,8,1,,0,1,,0,1
2020/3/27 20:00:00,18.2,8,1,0.0,0,8,1,6.6,8,ìÏ,8,1,1009.9,8,1,73,8,1,15.3,8,1,,0,1,,0,1
2020/3/27 21:00:00,18.1,8,1,0.0,0,8,1,9.0,8,ìÏìÏêº,8,1,1009.2,8,1,76,8,1,15.8,8,1,4,8,1,10-,8,1
2020/3/27 22:00:00,18.7,8,1,0,1,8,1,7.0,8,ìÏìÏêº,8,1,1008.9,8,1,68,8,1,14.7,8,1,,0,1,,0,1
2020/3/27 23:00:00,18.3,8,1,0,1,8,1,5.7,8,ìÏ,8,1,1008.5,8,1,84,8,1,17.7,8,1,,0,1,,0,1
2020/3/28 00:00:00,18.8,8,1,0,1,8,1,5.5,8,ìÏìÏêº,8,1,1008.2,8,1,82,8,1,17.8,8,1,,0,1,,0,1
2020/3/28 1:00:00,18.6,8,1,0,1,8,1,7.0,8,ìÏ,8,1,1007.5,8,1,86,8,1,18.4,8,1,,0,1,,0,1
2020/3/28 2:00:00,18.8,8,1,0,1,8,1,6.6,8,ìÏ,8,1,1006.6,8,1,86,8,1,18.7,8,1,,0,1,,0,1
2020/3/28 3:00:00,18.9,8,1,0.0,0,8,1,6.4,8,ìÏ,8,1,1005.6,8,1,87,8,1,19.0,8,1,4,8,1,10-,8,1
2020/3/28 4:00:00,19.2,8,1,0,1,8,1,7.1,8,ìÏ,8,1,1005.6,8,1,86,8,1,19.1,8,1,,0,1,,0,1
2020/3/28 5:00:00,19.1,8,1,0.0,0,8,1,7.2,8,ìÏìÏêº,8,1,1006.1,8,1,88,8,1,19.5,8,1,,0,1,,0,1
2020/3/28 6:00:00,19.2,8,1,0.0,0,8,1,5.5,8,ìÏ,8,1,1006.3,8,1,89,8,1,19.8,8,1,4,8,1,10-,8,1
2020/3/28 7:00:00,18.5,8,1,0.5,0,8,1,3.0,8,ìÏìÏêº,8,1,1006.7,8,1,97,8,1,20.7,8,1,,0,1,,0,1
2020/3/28 8:00:00,14.4,8,1,0.0,0,8,1,2.3,8,ñkêº,8,1,1007.6,8,1,93,8,1,15.3,8,1,,0,1,,0,1
2020/3/28 9:00:00,16.8,8,1,0,1,8,1,1.7,8,êºñkêº,8,1,1007.8,8,1,78,8,1,14.9,8,1,4,8,1,10,8,1
2020/3/28 10:00:00,19.0,8,1,0,1,8,1,0.8,8,ìÏìÏìå,8,1,1007.6,8,1,65,8,1,14.3,8,1,,0,1,,0,1
2020/3/28 11:00:00,20.5,8,1,0,1,8,1,1.2,8,ìÏìÏìå,8,1,1007.1,8,1,50,8,1,12.1,8,1,,0,1,,0,1
2020/3/28 12:00:00,21.9,8,1,0,1,8,1,2.0,8,ìÏìå,8,1,1007.0,8,1,52,8,1,13.7,8,1,4,8,1,10-,8,1
2020/3/28 13:00:00,23.3,8,1,0,1,8,1,2.5,8,ìÏìå,8,1,1006.5,8,1,54,8,1,15.5,8,1,,0,1,,0,1
2020/3/28 14:00:00,19.1,8,1,0,1,8,1,4.9,8,ìåñkìå,8,1,1006.6,8,1,76,8,1,16.8,8,1,,0,1,,0,1
2020/3/28 15:00:00,15.2,8,1,0,1,8,1,5.3,8,ñkìå,8,1,1007.6,8,1,82,8,1,14.2,8,1,4,8,1,10,8,1
2020/3/28 16:00:00,12.8,8,1,0,1,8,1,5.9,8,ñkìå,8,1,1008.7,8,1,85,8,1,12.6,8,1,,0,1,,0,1
2020/3/28 17:00:00,12.6,8,1,0.0,0,8,1,4.3,8,ìåñkìå,8,1,1009.4,8,1,83,8,1,12.1,8,1,,0,1,,0,1
2020/3/28 18:00:00,11.7,8,1,0.0,0,8,1,4.3,8,ìåñkìå,8,1,1010.0,8,1,86,8,1,11.8,8,1,10,8,1,10,8,1
2020/3/28 19:00:00,11.0,8,1,0.0,0,8,1,3.5,8,ñkìå,8,1,1011.3,8,1,89,8,1,11.7,8,1,,0,1,,0,1
2020/3/28 20:00:00,9.9,8,1,0.5,0,8,1,5.5,8,ñkìå,8,1,1012.4,8,1,93,8,1,11.3,8,1,,0,1,,0,1
2020/3/28 21:00:00,8.5,8,1,0.5,0,8,1,5.2,8,ñkñkìå,8,1,1013.2,8,1,93,8,1,10.3,8,1,10,8,1,10,8,1
2020/3/28 22:00:00,7.9,8,1,2.0,0,8,1,5.2,8,ñkñkìå,8,1,1014.3,8,1,96,8,1,10.2,8,1,,0,1,,0,1
2020/3/28 23:00:00,7.9,8,1,3.0,0,8,1,4.8,8,ñkñkìå,8,1,1014.2,8,1,97,8,1,10.3,8,1,,0,1,,0,1
2020/3/29 00:00:00,7.6,8,1,2.0,0,8,1,4.2,8,ñkñkìå,8,1,1014.9,8,1,95,8,1,9.9,8,1,,0,1,,0,1
2020/3/29 1:00:00,7.5,8,1,4.0,0,8,1,3.7,8,ñk,8,1,1014.4,8,1,98,8,1,10.2,8,1,,0,1,,0,1
2020/3/29 2:00:00,7.1,8,1,4.0,0,8,1,3.4,8,ñkñkìå,8,1,1014.0,8,1,96,8,1,9.7,8,1,,0,1,,0,1
2020/3/29 3:00:00,6.5,8,1,3.0,0,8,1,3.0,8,ñk,8,1,1014.3,8,1,96,8,1,9.3,8,1,10,8,1,10,8,1
2020/3/29 4:00:00,5.9,8,1,4.0,0,8,1,2.6,8,ñkñkêº,8,1,1015.2,8,1,96,8,1,8.9,8,1,,0,1,,0,1
2020/3/29 5:00:00,5.5,8,1,4.5,0,8,1,2.4,8,ñk,8,1,1015.4,8,1,97,8,1,8.8,8,1,,0,1,,0,1
